0             -25           1.5708        0             0             0             
0             25            1.5708        0             0             0             
0             -25           1.5708        0             0             0             
0.000108875   -24.9757      1.56185       -0.107408     0.278083      0.305794      
0.0013665     -24.9082      1.54423       -0.104013     0.504879      0.531715      
0.0050446     -24.806       1.52601       -0.114647     0.693165      0.722744      
0.0121709     -24.675       1.50783       -0.103502     0.853191      0.879894      
0.0233719     -24.52        1.48966       -0.114454     0.984218      1.01375       
0.0392528     -24.3449      1.47163       -0.101958     1.09694       1.12324       
0.0600425     -24.1533      1.45387       -0.111159     1.18924       1.21792       
0.0860631     -23.9482      1.43555       -0.108671     1.26301       1.29105       
0.117445      -23.7323      1.41763       -0.106426     1.32781       1.35527       
0.154281      -23.5069      1.4001        -0.1039       1.38515       1.41196       
0.196612      -23.2734      1.38301       -0.101215     1.43621       1.46233       
0.244434      -23.0328      1.36636       -0.0984712    1.48192       1.50733       
0.297771      -22.7857      1.35015       -0.0961512    1.52621       1.55102       
0.356645      -22.5327      1.33434       -0.0935269    1.56663       1.59076       
0.421002      -22.2744      1.31896       -0.090976     1.60362       1.62709       
0.490769      -22.0115      1.30401       -0.0885105    1.63757       1.66041       
0.565863      -21.7444      1.28945       -0.0861364    1.66881       1.69103       
0.646193      -21.4737      1.27529       -0.0838563    1.69761       1.71925       
0.731659      -21.1998      1.26149       -0.0816713    1.72423       1.7453        
0.82216       -20.9231      1.24806       -0.0795817    1.74888       1.76941       
0.917589      -20.6439      1.23496       -0.0775876    1.77173       1.79175       
1.01784       -20.3625      1.22219       -0.0756889    1.79297       1.8125        
1.12281       -20.0793      1.20972       -0.0738853    1.81274       1.8318        
1.23238       -19.7944      1.19755       -0.0721762    1.83117       1.84979       
1.34647       -19.5081      1.18565       -0.0705607    1.84839       1.8666        
1.46495       -19.2207      1.17402       -0.0690376    1.86451       1.88232       
1.58775       -18.9322      1.16263       -0.0676053    1.87964       1.89708       
1.71476       -18.643       1.15148       -0.0662619    1.89387       1.91096       
1.84589       -18.3531      1.14054       -0.0650047    1.9073        1.92408       
1.98107       -18.0627      1.1298        -0.0638307    1.92004       1.93651       
2.12021       -17.7719      1.11926       -0.0627361    1.93217       1.94836       
2.26326       -17.4808      1.10888       -0.0617163    1.9438        1.95973       
2.41013       -17.1895      1.09868       -0.0607658    1.95503       1.97071       
2.56079       -16.8981      1.08862       -0.0598781    1.96597       1.98142       
2.71519       -16.6067      1.07871       -0.0590452    1.97673       1.99196       
2.87248       -16.3166      1.06918       -0.0553627    1.96802       1.9823        
3.03181       -16.0292      1.05995       -0.0553476    1.96101       1.97529       
3.19329       -15.7442      1.05081       -0.0543833    1.95598       1.97001       
3.35699       -15.4612      1.04181       -0.0536506    1.9528        1.96664       
3.52301       -15.1801      1.03293       -0.0528593    1.95153       1.96516       
3.69148       -14.9005      1.02419       -0.0520542    1.9522        1.96563       
3.8625        -14.6221      1.01558       -0.0512039    1.95491       1.96812       
4.03621       -14.3447      1.00713       -0.0502898    1.95977       1.97275       
4.21277       -14.0679      0.998828      -0.0492874    1.96692       1.97963       
4.39234       -13.7915      0.990706      -0.0481694    1.97651       1.98894       
4.57512       -13.5149      0.982784      -0.0469045    1.98874       2.00084       
4.7613        -13.238       0.975087      -0.0454567    2.00381       2.01553       
4.95111       -12.9602      0.96765       -0.0437849    2.02191       2.0332        
5.1448        -12.6812      0.960514      -0.0418418    2.04325       2.05405       
5.34261       -12.4004      0.95373       -0.0395734    2.06802       2.07823       
5.54481       -12.1173      0.947356      -0.036918     2.09638       2.10591       
5.75166       -11.8315      0.941462      -0.0338064    2.12844       2.13716       
5.96341       -11.5423      0.936131      -0.0301624    2.16424       2.17202       
6.18029       -11.2492      0.931459      -0.025904     2.20376       2.21044       
6.40249       -10.9516      0.927555      -0.0209472    2.24688       2.25229       
6.63085       -10.648       0.924431      -0.016533     2.307         2.31127       
6.86605       -10.3371      0.922272      -0.00938479   2.36858       2.371         
7.10789       -10.0183      0.921378      -0.00133458   2.43112       2.43147       
7.35601       -9.69147      0.921908      0.00769326    2.4942        2.49222       
7.60992       -9.35605      0.924023      0.017689      2.55723       2.55266       
7.86896       -9.01173      0.927881      0.0286041     2.61947       2.61209       
8.13233       -8.65814      0.933627      0.0403449     2.68006       2.66965       
8.399         -8.29504      0.941387      0.0527729     2.73806       2.72444       
8.66777       -7.92222      0.95126       0.0657099     2.79247       2.77551       
8.93729       -7.53961      0.963315      0.078946      2.84231       2.82194       
9.20601       -7.14724      0.977581      0.092253      2.88666       2.86286       
9.47232       -6.7453       0.994052      0.105399      2.92477       2.89758       
9.73409       -6.33474      1.01268       0.118084      2.94711       2.91665       
9.98932       -5.91652      1.03333       0.129718      2.96439       2.93093       
10.2366       -5.49098      1.05587       0.140751      2.97644       2.94012       
10.4744       -5.05859      1.08018       0.151032      2.98319       2.94422       
10.7015       -4.61994      1.10614       0.160462      2.98479       2.94339       
10.9167       -4.17567      1.13359       0.168969      2.98152       2.93793       
11.1189       -3.72652      1.16238       0.176514      2.97379       2.92825       
11.3071       -3.27327      1.19235       0.183077      2.96207       2.91484       
11.4805       -2.8167       1.22333       0.188663      2.9469        2.89823       
11.6386       -2.35764      1.25515       0.19329       2.92887       2.879         
11.7809       -1.89686      1.28768       0.196991      2.90854       2.85772       
11.907        -1.43514      1.32074       0.19981       2.88653       2.83498       
12.0168       -0.973191     1.35421       0.201797      2.86342       2.81136       
12.1102       -0.511663     1.38795       0.203008      2.83977       2.78739       
12.1873       -0.0511448    1.42182       0.2035        2.81612       2.76362       
12.2483       0.407854      1.45572       0.203329      2.79297       2.74051       
12.2933       0.864902      1.48955       0.202552      2.77076       2.71851       
12.3227       1.31965       1.5232        0.201221      2.74988       2.69796       
12.3366       1.77181       1.55658       0.199382      2.73063       2.67919       
12.3356       2.22119       1.58962       0.19708       2.71328       2.66243       
12.3199       2.66763       1.62224       0.194351      2.698         2.64785       
12.2899       3.11102       1.65437       0.19123       2.68489       2.63555       
12.246        3.55132       1.68595       0.187746      2.67402       2.62558       
12.1885       3.9885        1.71692       0.183926      2.66537       2.61792       
12.1179       4.42255       1.74723       0.179793      2.6589        2.61251       
12.0341       4.85509       1.77679       0.174949      2.67399       2.62886       
11.9372       5.28746       1.8056        0.170737      2.68786       2.64381       
11.8275       5.71914       1.83368       0.166188      2.70074       2.65787       
11.7053       6.14972       1.86097       0.161322      2.71283       2.67121       
11.5709       6.57884       1.88743       0.15617       2.72424       2.68395       
11.4247       7.00617       1.91301       0.150761      2.73511       2.69621       
11.2673       7.43148       1.93766       0.145127      2.7455        2.70805       
11.0989       7.85454       1.96137       0.139299      2.75547       2.71953       
10.92         8.27521       1.98408       0.133308      2.76507       2.73068       
10.7312       8.69334       2.00579       0.127184      2.77433       2.74151       
10.5328       9.10887       2.02647       0.120956      2.78324       2.75204       
10.3253       9.52174       2.0461        0.114652      2.79182       2.76224       
10.1093       9.93193       2.06468       0.108299      2.80006       2.77211       
9.88526       10.3395       2.0822        0.101921      2.80793       2.78163       
9.65432       10.7431       2.09867       0.0957682     2.79779       2.77308       
9.41767       11.1418       2.11409       0.0892094     2.78975       2.76674       
9.17567       11.536        2.12842       0.0827312     2.78344       2.76209       
8.92868       11.9262       2.14167       0.0763432     2.77855       2.75885       
8.67707       12.3127       2.15387       0.0700513     2.77482       2.75674       
8.42118       12.6959       2.16503       0.0638593     2.77198       2.75551       
